Removing Guns from Batterers: Findings From a Pilot Survey of Domestic Violence Restraining Order Recipients in California,"Katherine Vittes, Daniel Webster, Shannon Frattaroli, Barbara Claire and Garen Wintemute","Vittes, Katherine A., et al. “Removing Guns From Batterers.” Violence Against Women, vol. 19, no. 5, 2013, pp. 602–16.",Johns Hopkins School of Public Health and University of California,"DV Court: Firearms, Victim Safety",Article,Violence Against Women Journal,2013,15,This article describes a study done on 17 Californian women and their feelings of safety before and after the removal of guns from the restrained persons. The article links the statistics on intimate partner homicides with the use of guns and the increased violence after being served a domestic violence restraining order (DVRO). The study found that most women surveyed felt safer after the removal of the firearms from their abusers.,The women surveyed wanted the firearms removed from their abusers and felt safer as a result.,Judges and law enforcement in other areas/states often fail to implement the laws and order surrender of firearms when issuing a restraining order.,Law enforcement does not have the right to remove firearms when the restrained person denies their existence or refuses to relinquish them,Vittes- Removing Guns from Batterers: Findings (15)
Just Following Orders: Procedural Justice and Respondent Compliance with Civil Protection Orders,Ava Carcirieri,,University of Delaware,"DV Court: Compliance and Enforcement, ",Article,University of Delaware,2020,183,,,,,Carcirieri- Just Following Orders Procedural Justice (183)
"Practical Implications of Current Domestic Violence Research: For Law Enforcement, prosecutors and Judges",Andrew Klein,,"U.S. Department of Justice, office of Justice Programs","DV Court: Judicial Knowledge, ",Article,National Institute of Justice Journal,2009,106,,,,,Holder- Practical Implications of Current Domestic
What's So Special about Specialized Courts? The State and Social Change in Salt Lake City's Domestic Violence Court,Rekha Mirchandani,,Bowling Green State University,"DV Court, ",Article,Law and Society Review,2005,40,,,,,Mirchandani- What's So Special about Specialized
Separation as a Risk Factor for Victims of Intimate Partner Violence: Beyond Lethality and Injury: A Response to Campbell,TK Logan and Robert Walker,,University of Kentucky,"DV Dynamics, ",Article,Journal of Interpersonal Violence,2004,10,,,,,Logan- Separation as a Risk for
"Standards for Practice for Lawyers Representing Victims of Domestic Violence, Sexual Assault and Stalking in Civil Protection Order Cases",American Bar Association,,ABA,"DV Court: Lawyers, ",Article,American Bar Association,2007,14,,,,,ABA- Standards of Practice for Lawyers
"Steps Toward Safety"" Improving Systemic and Community Responses for Families Experiencing Domestic Violence",Ann Rosewater and Leigh Goodmark,,Family Violence Prevention Fund,"DV Dynamics, ",Article,Family Violence Prevention Fund,2007,46,,,,,"Rosewater- Steps Toward ""Saftey"" Improving Systemic"
Testing the effects of New York's Domestic Violence Courts,"Amanda Cissner, Melissa Labiola, amd Micheal Rempel","Cissner, Amanda, et al. “Testing the Effects of New York’s Domestic Violence Courts: A Statewide Impact Evaluation.” Center for Court Innovation, February 2013, https://www.ojp.gov/pdffiles1/nij/grants/242583.pdf",CCI,"Building a DV Court, DV Court: Enforcement",Article,Center for Court Innovation,2013,90,"This report sought to evaluate the impact of New York’s domestic violence courts. New York is a good sample, as the domestic violence courts span across a large geographic area. After reviewing the literature, the authors matched samples of defendants processed in the 24 domestic violence courts in New York and in conventional courts operating under the same 24 jurisdictions and evaluated the outcomes of defendants. The authors found patterns based on court characteristics and policies, recidivism, and case processing and resolutions.","Among convicted offenders, domestic violence courts appeared to reduce re-arrest on any charge and significantly reduced re-arrest on domestic violence charges. These courts also significantly reduced the total number of re-arrests on both any charge and domestic violence charges.","Domestic violence courts that prioritize deterring re-offense and include measures created to sanction noncompliant offenders and to address victim safety and service needs significantly reduced re-arrest, as distinguished from domestic violence courts that focus less on those issues.",Domestic violence courts across New York significantly reduced average case processing time (197 vs. 260 days to disposition).,Cissner- Testing the Effect of New
"The Color of Risk Protection Orders: Gun Violence, Gun Laws, and Racial Justice",Jeffrey Swanson,"Swanson, Jeffrey W. “The Color of Risk Protection Orders: Gun Violence, Gun Laws, and Racial Justice.” Injury Epidemiology, vol. 7, no. 1, 10 Aug. 2020, 10.1186/s40621-020-00272-z. Accessed 29 Oct. 2020.",Duke University,"DV Court: Firearms, OP Statistics",Article,Injury Epidemiology,2020,6,"This commentary was about the intersection of extreme risk protection orders and racial justice. It explores different gun restriction laws from the past and present, where they originated, and whether they are actually effective. The author continues on to speak about the glaring disparities between race when it comes to gun protection orders/laws. And finally, they end with offering solutions, moving forward, on how we, as a society, could fix gun protection laws to not only save lives, but also not further punish young colored men who have already been wronged by the system.",Extreme risk protection orders (ERPOs) give law enforcement the right to confiscate firearms from people who may be a danger to others around them or themselves.,"ERPOs (and other gun restriction laws) are given weight when the individual has been in trouble with the law; young black men represent a disproportionate amount of this population, which, in and of itself, is partially a racial injustice issue.",Communities of color are likely to not go to law enforcement or the courts for ERPOs because they don’t trust the same people who have previously harmed or traumatized them to take away firearms in order to save their loved one.,Swanson- The Color of Risk Protection
The Court Impact Scale: A Tool for Evaluating IPV Victim's Experience in Court,"Lauren Cattaneo, Jessica Dunn, and Aliya Chapman",,George Mason University,"DV Court, ",Article,Journal of Interpersonal Violence,2013,21,,,,,Cattaneo- The Court Impact Scale A
The Denial of Emergency Protection: Factors Associated with Court Decision Making,"Carol Jordan, Adam Pritchard, Pamela Wilcox, and Danielle Duckett- Pritchard",,University of Kentucky,"DV Court: Ex-Partes, ",Article,Violence and Victims,2008,16,,,,,Jordan- The Denial of Emergency Protection
The Goals of IPV Survivors Receiving Orders of Protection: An Application of the Empowerment Proces Model,"Lauren Cattaneo, Jessica Grossman, and Aliya Chapman",,George Mason University,"DV Court, ",Article,Journal of Interpersonal Violence,2015,24,,,,,Cattaneo- The Goals of IPV Survivors
The Need for New Emphasis on Batterers Intervention Programs,Sharon Aaron and Richard Beaulaurier,,Florida International University,"BIPs, ",Article,"Trauma, Violence and Abuse",2017,9,,,,,Aaron- The Need for New Emphasis
The Role of Place and Sociodemographic Characteristics on the Issuance of Temporary Civil Protection Orders,Anne Groggel,,North Central College,"DV Court: Ex-Partes, ",Article,Law and Society Review,2021,32,,,,,Groggel- The Role of Place and
The Federal Fortress Surrounding Police Liability for Failure to Enforce Protection Orders,Stephanie Smiertka,,State of Delaware Judicial Law Clerk,"DV Court: Enforcment, ",Article,"Buffalo Journal of Gender, Law and Social Policy",2012,33,,,,,Smiertka- The Federal Fortress Surrounding Police
The Significance of the Victim Advocate for Domestic Violence Victims in Municipal Court,Christina Camacho and Leanne Alarid,"Camacho, Christina M., and Leanne Fiftal Alarid. “The Significance of the Victim Advocate for Domestic Violence Victims in Municipal Court.” Violence and Victims, vol. 23, no. 3, 2008, pp. 288–300.",UMKC and UTSA,"Compliance Monitoring, dv court: judicial knowledge",Article,Violence and Victims,2008,14,"The article begins with an overview of victim support services and how these programs have increased greatly in the early 2000s. The authors examine the role of a DV program advocate in improving victim cooperation and the case outcome. The article focuses on the variables of victim participation success (victims who were present at the final court disposition), the defendant’s final disposition, and the type of sentence the defendant received.",Cases in which the victim gave a statement were more likely to be disposed of by a guilty plea or found guilty and was a strong indicator of later victim cooperation.,"Notification letters reminding victims of their court date decreased likelihood of victim cooperation, but they also reduced likelihood of case dismissal.",Victims who knew their perpetrators through family or marital relationships were less likely to cooperate with prosecution and more likely to see their case dismissed.,Camacho- The Significance of the Victim
"Victim Narratives, Legal Representation, and Domestic Violence Civil Protection Orders",Alesha Durfee,,Arizona State University,"DV Court, ",Article,Feminist Criminology,2009,27,,,,,"Durfee- Victim Narratives, Legal Representation and"
Why Victims of Intimate Partner Violence Withdraw Protection Orders,"James Roberts, Loreen Wolfer and Marie Mele","Roberts, James C., et al. “Why Victims of Intimate Partner Violence Withdraw Protection Orders.” Journal of Family Violence, vol. 23, no. 5, 20 Feb. 2008, pp. 369–375, 10.1007/s10896-008-9161-z.",University of Scranton and Monmouth University,"Victim Safety, OP Statistics",Article,Journal of Family Violence,2008,8,"This research looked into the reason women withdraw the orders of protection that they file for. It distinguishes between why women return to abusive relationships, and why they withdraw protection orders (as the reasons are slightly different). After the results of their study, it was decided that the resource that would be most beneficial to women in the process of deciding to withdraw a protection order is information and stats on batterer intervention programs (or other services like them).",Women mostly withdraw their protection orders because they claim they are no longer afraid of the defendant.,"After this, the second most common reason that woman withdraw protection orders is because there is a concrete change in the relationship (one or both partners move out of the region or the defendant goes to counseling or a rehabilitation program).","Most woman said that no additional assistance would have changed their mind about withdrawing the protection order, but those that did believe assistance could have helped listed financial or employment needs.",Roberts- Why victims of Intimate Partner
A Report From the National Coalition of Anti-Violence Programs,"Ejeris Dixon, Somjen Frazer, et.al",,National Coalition of Anti-Violence Programs,"LGBTQIA2S, DV Dynamics,",Report,National Coalition of Anti-Violence Programs,2010,79,,,,,Dixon- A Report From the National
Model Domestic Violence Firearm Surrender Protocals,Unknown,,Center for Court Innovation,"DV Court: Firearms, ",Appendix,Center for Court Innovation,Unknown,3,,,,,Unknown- Model Domestic Violence Firearm Surrender
Diffusing Deadly Situations: How Missouri Could Effectively Remove Firearms From The Hands of Domestics Abusers,Liz Washam,,Saint Louis University School of Law,"DV Court: Firearms, ",Article,Saint Louis University Law Journal,2015,29,,,,,Washam- Defusing Deadly Situations How Missouri
A National Portrait of Domestic Violence Courts,"Melissa Labriola, Sarah Bradley, Chris O'Sullivan, Michael Rempel and Samantha Moore",,CCI,"DV Court, ",Article,National Institute of Justice,2009,161,,,,,Labriola- A National Portrait of Domestic
All's Fair in Love and War- Or Is It? Domestic Violence and Weapons Bans,Margaret Price,"Price, Margaret. “All’s Fair in Love and War—or Is It? Domestic Violence and Weapons Bans.” American Journal of Family Law, vol. 28, no. 2, 2014, pp. 79–86.",National University,"DV Court: Firearms, DV Court: Enforcement",Article,American Journal of Family Law,After 2011,9,"Written in 2014, the paper discusses the importance of enforcing firearm bans to DV cases. The author examines the common problems associated with DV weapons bans, such as repercussions for victims, enforcement issues, ignoring by judges, and misuse of law by victims and advocates.",. Judges alter DV orders for defendants to continue hunting rather than protecting the victim.,Some victims and their advocates use protection orders to gain custody over their children in instances of divorce.,Military personnel and police officers should not be hold to a lower standard just because they need their guns for their profession.,Price- All's Fair in Love and
Enjoinging Abuse: The Case for Indefinite Domestic Violence Protection Orders,Jane Stoever,,"University of California, Irvine School of Law","DV Court, ",Article,Vanderbilt Law Review,2014,85,,,,,Stoever- Enjoining Abuse the case for
Do Batterer Program Length or Approach Affect Completion or Re-Arrest Rates?,Amanda Cissner and Nora Puffett,"Cissner, Amanda, and Nora Puffett. “Do Batterer Program Length or Approach Affect Completion or Re-Arrest Rates?” Center for Court Innovation, 2006, pp. 1–31.",CCI,"Batterer's Intervention Programming, DV Court: Enforcement",Article,Center for Court Innovation,2006,45,"Written in 2006, the article begins with background information on the two batterer intervention programs of the Brooklyn court under study. The study focuses on the variables: program completion, in-program recidivism, one year post-sentence recidivism, one year post-program recidivism, criminal contempt recidivism, and violent offense recidivism.",". Although not statistically significant, the 12-week program defendants were more likely to complete their mandate than the 26-week program defendants; however, the strongest indicator of program completion was early non-compliance","Although not statistically significant, the defendants mandated to the shorter program were more likely to have a new arrest.","The strongest predictors of re-arrest were criminal history, defendant age, and defendant race",Cissner- Do Batterer Program Length Or
Battered Women's Multitude of Needs,"Nicole Allen, Deborah Bybee, and Cris Sullivan",,University of Illinois and Michigan State University,"DV Dynamics, ",Article,Violence Against Women Journal,2004,21,,,,,Allen- Battered Women's Multitude of Needs
Civil Domestic Violence Courts: Key Principles,Unknown,,CCI,"DV Court, ",Fact Sheet,Center for Court Innovation,2012,2,,,,,Unknown- Civil Domestic Violence Courts Key
Moving Toward Evidence-Based Practices: A Guide for Domestic Violence Organizations,"Ruby Starr, Alicia Summers, et al",,NCJFCJ Resource Center on Domestic Violence,"DV Court, ",Guide,National Council of Juvenile and Family Court Judges,Unkown,30,,,,,Starr- Moving Toward Evidence Based Practices
Intimate Partner Violence Victims' Accuracy in Assessing their Risk of Re-Abuse,"Lauren Cattaneo, Margaret Bell, Lisa Goodman and Mary Ann Dutton",,Mixed,"DV Dynamics, ",Article,Journal of Family Violence,2007,12,,,,,Cattaneo- Intimate Partner Violence Victims' Accuracy
Factors Associated with Separation and Ongoing Violence among Women with Civil Protective Orders,"TK Logan, Robert Walker, Lisa Shannon and Jennifer Cole",,University of Kentucky,"OP Statistics, ",Article,Journal of Family Violence,2008,9,,,,,Logan- Factors Associated with Seperation and
More than a Piece of Paper? Protection Orders as a Resource for Battered Women,"Ruth Fleury-Steiner, Benjamin Fleury- Steiner and Susan Miller",,University of Delaware,"DV Court, ",Article,Sociology Compass,2011,13,,,,,Fleury-Steiner- More than a Piece of
"Losing ""Gender"" in Gender-Based Violence: The Missteps of Research on Dating and Intimate Partner Violence","Elizabeth Reed, Anita Raj, Elizabeth Miller, and Jay Silverman",,Mixed,"DV Dynamics, ",Article,Violence Against Women,2010,8,,,,,Reed- Losing Gender in Gender based
Leave or Stay?: Battered Women's Decision after Intimate Partner Violence,Jinseok Kim and Karen Gray,,University of South Carolina,"DV Dynamics, ",Article,Journal of Interpersonal Violence,2008,19,,,,,Kim- Leave or Stay? Battered Women
Judicial Dispositions of Ex-Partes and Domestic Violence Protection Order Hearings: A Comparative Analysis of Victim Requests and Court Authorized Relief,Douglas Yearwood,,North Carolina Criminal Justice Analysis Center,"DV Court: Judicial Knowledge, ",Article,Journal of Family Violence,2005,10,,,,,Yearwood- Judicial Dispositions of Ex-Partes and
"Children, Domestic Violence and Guns",April Zeoli,,National Resource Center on Domestic Violence and Firearms,"DV Court: Firearms, ",Article,"Safer Families, Safer Communities",2018,10,,,,,"Zeoli- Children, Domestic Violence and Guns"
Judicial Checklist,Unknown,,Judicial Subcommittee of the ABA Comission on Domestic Violence,"DV Court: Judicial Knowledge, ",Checklist,American Bar Association,2008,6,,,,,Unknown- Judicial Checklist
The Kings County Integrated Domestic Violence Court,Unknown,,The State of New York Unified Court System,"DV Court: Example, ",Guide,Office of Policy and Planning,After 2017,16,,,,,Unknown- The Kings County Integrated Domestic Violence
Keeping Your Courthouse Safe: Domestic Violence and Court Safety,"Nathan Hall, Ron Rogers and Nida Abbasi",,"National Center for Dtyate Courtd, Yakima Counry Sheriff's Office and CCI","DV Court: Safety, ",Powerpoint,Center for Court Innovation,2020,14,,,,,Hall- Keeping Your Courthouse Safe Domestic
A Comparison of Civil and Criminal Orders of Protection as Remedies for Domestic Violence Victims in a Midwestern County,Sesha Kethineni and Dawn Beichner,,Illinois State University,"DV Court, ",Article,Journal of Family Violence,2009,11,,,,,Kethineni- A Comparison of Civil and
Can Courts be More User-Friendly? How Satisfaction Surveys can Promote Trust and Access to Justice,Unknown,,CCI,"DV Court, ",Article,Center for Court Innovation,After 2015,28,,,,,Unknown- Can Courts Be More User
Court Responses to Batterer Program Noncompliance,"Melissa Labriola, Michael Rempel, Chris O'Sullivan and Phyllis Frank",,CCI,"BIPs, ",Article,Center for Court Innovation,2007,116,,,,,Labriola- Court Responses to Batterer Program
Applying for and Dropping a Protection Order: A Study with 150 Women,"Anna Malecha, Judith McFarlane, Julia Gist, et al","Malecha, Ann, et al. “Applying for and Dropping a Protection Order: A Study with 150 Women.” Criminal Justice Policy Review, vol. 14, no. 4, 2003, pp. 486–504.",Mixed,"OP Statistics, Victim Safety",Article,Criminal Justice Policy Review,2003,20,"Written in 2003, the article begins with a background on protection orders for abused women, listing the criteria and common factors associated with a victim’s decision to drop the order. The authors conduct a study on female victims who qualify for protection orders and examine the demographics of ethnicity, income, and employment; attachment factors of relationship status and cohabitation with the abuser; and severity of abuse, stalking, and danger scores.","Both groups of women, regardless of having an OP, experienced less danger, stalking, and violence over time after making the contact with the criminal justice system.",Women who dropped were more likely in current relationships with the perpetrator.,"Women in current relationships, regardless of protection receipt or drop, reported more physical assaults at intake and after 3 months.",Malecha- Applying for and Dropping a
Battered Women's Perceptions of Civil and Criminal Court Helpfulness: The Role of Court Outcome and Process,"Margaret Bell. Sara Perez, Lisa Goodman and Mary Ann Dutton",,Mixed,"DV Court, ",Article,Violence Against Women,2011,18,,,,,Bell- Battered Women's Perceptions of Civil
Characteristics Related to Protection Order Use Among Victims of Intimate Partner Violence,,,,", ",,,,,,,,,
LGBT Communities and Domestic Violence,"Mary Allen, DeeDee Burnett, Jackie List-Warrilow",,National Resource Center on Domestic Violence,", ",,,,,,,,,Allen- LGBT Communities and Domestic Violence
Cultivation a Successful Future for the Integrated Domestic Violence Court in Tusla County,"Katie Arnold, Jacob Haynes, Nick Ohmann, Megan Waterman",,University of Tulsa,", ",,,,,,,,,
"Judicial Differences in Protective Orders Issuance Rates: An
Examination of Courtroom Actors, Case Aspects, and Individual
Characteristics",Elena Alexandra Bejinariu,,"University of Nevada, Las Vegas",", ",,,,,,,,,
"EVALUATION OF THE
MONTGOMERY COUNTY
EXPEDITED DOMESTIC
VIOLENCE COURT",Leana A. Bouffard,,Sam Houston State University,", ",,,,,,,,,
"COVID-19 AND CRIME:
EFFECTS OF STAY-AT-HOME ORDERS ON DOMESTIC VIOLENCE","Lindsey Rose Bullinger
Jillian B. Carr
Analisa Packham",,NATIONAL BUREAU OF ECONOMIC RESEARCH,", ",,,,,,,,,
"Domestic Violence: The Need for Integrated and Specialized
Courts in the Ninth Judical Circuit of Orange and Osceola County,
Florida",Rose Caldero,,University of Central Florida,", ",,,,,,,,,
LGBT Domestic Violence Fact Sheet,Unknown,,Center for American Progress,", ",,,,,,,,,Unknown- LGBT Domestic Violence Fact Sheet
Problem-Solving Courts: Theory and Practice,Ursula Castellano,,Ohio University,", ",,,,,,,,,
"Domestic Violence and Sexual Assault: Research
Practices for Protection Orders",Shelby Connett,,University of Nebraska at Omaha,", ",,,,,,,,,
"Civil Protection Orders: Increased Access and Narrowed
Enforcement",Courtney Cross,,University of the District of Columbia,", ",,,,,,,,,Cross- Civil Protection Orders increased Access
"Safe at Home? Where Women Live When
Leaving a Violent Relationship and the
Role of Civil Protection Orders","Kristin Diemer, Cathy Humphreys and Lucy Healey",,ANROWS,", ",,,,,,,,,
"LEGAL PROCESSES AND GENDERED VIOLENCE:
CROSS-APPLICATIONS FOR DOMESTIC VIOLENCE
PROTECTION ORDERS",HEATHER DOUGLAS AND ROBIN FITZGERALD,,University of New South Wales,", ",,,,,,,,,
"MORE THAN JUST A PIECE OF PAPER:
A TOOLKIT FOR ADVOCATES
ON FIREARMS AND DOMESTIC VIOLENCE DURING COVID-19",Unknown,,National Resource Center on Domestic Violence and Firearms,", ",,,,,,,,,
The Effectiveness of Intervention Programs for Perpetrators and Victims of Intimate Partner Violence,"Christopher I. Eckhardt, Christopher M. Murphy, Daniel J. Whitaker, Joel Sprunger, Rita Dykstra, Kim Woodard",,Mixed,", ",,,,,,,,,
Current Research on Batterer Intervention Programs and Implications for Policy,Kathleen J. Ferraro,,Northern Arizona University,", ",,,,,,,,,
"“No Contact, Except
. . .”: Visitation Decisions
in Protection Orders for
Intimate Partner Abuse","Ruth E. Fleury-Steiner, Susan L. Miller,
Sara Maloney, and Emily Bonistall Postel",,University of Delaware,", ",,,,,,,,,
"Domestic Violence, Firearms, and
Mass Shootings",Liza H. Gold,,Journal of the American Academy of Psychiatry and The Law,", ",,,,,,,,,
"Recommended Court
Security Measures for
Cases Involving
Domestic Violence
A Guide for Courts",Nathan Hall,,"Center for Court Innovation and the
National Center for State Courts.",", ",,,,,,,,,
"Violations of Protection Orders: Characteristics of
Offenders and Criminal Justice Responses",Kelly Eileen Henderson,,"University of Arkansas, Fayetteville",", ",,,,,,,,,Henderson- Violations of Protection Orders Characteristics
Specialized Domestic Violence Courts: Do They Make Women Safer?,Holly Johnson and Jennifer Fraser,,University of Ottawa,", ",,,,,,,,,
"THE EFFECTIVENESS OF A BATTERERS’ INTERVENTION PROGRAM
FROM A BATTERERS PERSPECTIVE",Lolita J. Johnson,,Trevecca Nazarene University,", ",Dissertation,,,,,,,,
Creating a Domestic Violence Court,Emily Sack,"Sack, Emily, and State. Creating a Domestic Violence Court : Guidelines and Best Practices. San Francisco, Ca, Family Violence Prevention Fund, 2002.",Family Violence Prevention Fund,"Building a DV Court, Victim Safety",,,2002,72,The author begins the book by detailing the difference between a domestic violence court and a normal judicial court. They then continue on by talking about the different values that should be exuded by domestic violence courts and what that would look like in practice. The different domestic violence courts models are described and their benefits and downfalls are explained. The author finishes up by offering a step-by-step plan for new courts that are thinking of adding a domestic violence sector.,"A domestic violence court done wrong can negatively impact the court’s plan to keep victims safe and fail to hold perpetrators accountable, which is why it’s so important for DV courts to be done well.","Having specialized judges who understand dynamics of abuse are important because they become more personally invested, which leads to a better ability to issue consistent and effective rulings and a higher likelihood of following up on the case.","The model that would be the best place to start in developing a DV court is the Dedicated Civil Protection Order Docket, in which dockets only focus on civil protection orders.",Sack- Creating a Domestic Violence Court
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
,,,,", ",,,,,,,,,
